"Food","FCDB Food ID","Serving Size or CSM","Serving Size Unit","Quantity per 100 g","Nutrient Unit","Quantity per serve","Nutrient Unit","%DI Per Serve"
"Cream, from cow's milk, double cream, (45% fat), plain, refrigerated, Lewis Road Creamery","F10007","15","g","0.0","g","0.0","g",""
"Cream, from cow's milk, plain, thickened cream, reduced fat (18%), refrigerated, Tatua","F10008","15","g","0.0","g","0.0","g",""
"Cream, from cow’s milk, plain, regular fat (35%), shelf-stable","F10009","15","g","0.0","g","0.0","g",""
"Cheese, Edam","F1001","40","g","0.0","g","0.0","g",""
"Reduced cream (20% fat), from cow’s milk, canned","F10010","15","g","0.0","g","0.0","g",""
"Cream, from cow’s milk and cream, lite (15% fat), plain, shelf–stable","F10011","15","g","0.0","g","0.0","g",""
"Cream cheese, from cream and cow's milk, regular fat (32%)","F10012","16","g","0.0","g","0.0","g",""
"Cheese, cream, from cream and cow’s milk, reduced fat (15%)","F10013","16","g","0.0","g","0.0","g",""
"Milk, condensed, from cow’s milk, whole (8% fat), sugar-sweetened, canned","F10014","18","g","0.0","g","0.0","g",""
"Milk, condensed, from cow’s milk, skim (<1% fat), sugar-sweetened, canned","F10015","20","g","0.0","g","0.0","g",""
"Evaporated milk, canned, from whole cow’s milk, unsweetened, fortified","F10016","85","mL","0.0","g","0.0","g",""
"Evaporated milk, canned, from skim cow’s milk, unsweetened","F10017","85","mL","0.0","g","0.0","g",""
"Milk, instant, from cow’s milk, skim (<1% fat), powder","F10018","8","g","0.0","g","0.0","g",""
"Milk, instant, from cow milk, whole (28% fat), powder","F10019","8","g","0.0","g","0.0","g",""
"Cheese, Edam, Valumetric","F1002","40","g","0.0","g","0.0","g",""
"Yoghurt, plain, from cow’s milk, 2.5% fat, unsweetened","F10020","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, from cow’s milk, approximately 2% fat, sugar-sweetened","F10021","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, from cow’s milk, approximately 5% fat, unsweetened","F10022","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, from cow’s milk, approximately 6% fat, sugar-sweetened","F10023","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, Greek, from cow’s milk, approximately 2% fat, unsweetened","F10024","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, Greek-style, from cow’s milk, approximately 2%, unsweetened, fortified, Anchor™","F10025","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, Greek-style, from cow’s milk, 1.5%, sugar-sweetened, Anchor™, fortified","F10026","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, Greek-style, from cow’s milk, fat (approximately 6%), unsweetened","F10027","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, Greek-style, from cow’s milk, 6.5% fat, sugar-sweetened, Puhoi Valley","F10028","150","g","0.0","g","0.0","g",""
"Yoghurt, assorted fruits flavoured, fat (approximately 3%), no sugar added, lactose free, The Collective™","F10029","150","g","0.0","g","0.0","g",""
"Cheese, Edam, Mainland™","F1003","40","g","0.0","g","0.0","g",""
"Yoghurt, assorted fruits flavoured, approximately 2% fat, sugar added","F10030","150","g","0.0","g","0.0","g",""
"Yoghurt, assorted fruits flavoured, approximately 2% fat, sugar added, fortified Ca, Meadow Fresh","F10031","150","g","0.0","g","0.0","g",""
"Yoghurt, assorted fruits flavoured, Greek–style, approximately 2% fat, sugar added, fortified dietary fibre and vitamins A & D, Anchor™","F10032","150","g","0.0","g","0.0","g",""
"Yoghurt, assorted fruits flavoured, approximately 6% fat, sugar added","F10033","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, from cow’s milk, approximately 2.5% fat, high protein, unsweetened","F10034","150","g","0.0","g","0.0","g",""
"Yoghurt, plain, from cow’s milk, approximately 2% fat, high protein, sugar–sweetened","F10035","150","g","0.0","g","0.0","g",""
"Yoghurt, assorted fruits flavoured, 2% fat, high protein, sugar added","F10036","150","g","0.0","g","0.0","g",""
"Dessert, dairy food, chocolate flavour, from cow’s milk, approximately 3% fat","F10037","150","g","0.0","g","0.0","g",""
"Dessert, dairy food, assorted flavours, from cow’s milk, approximately 1% fat, fortified Ca","F10038","150","g","0.0","g","0.0","g",""
"Cheese, Edam, Anchor™","F1004","40","g","0.0","g","0.0","g",""
"Dessert, dairy food, assorted flavours, from cow’s milk, approximately 1% fat, fortified","F10040","150","g","0.0","g","0.0","g",""
"Cheese, Edam, Alpine & Rolling Meadow™","F1005","40","g","0.0","g","0.0","g",""
"Cheese, from cow’s milk, Cheddar flavoured, processed, regular fat, slices","F10050","40","g","0.0","g","0.0","g",""
"Cheese, from cow’s milk, Cheddar flavoured, processed, reduced fat, slices","F10051","40","g","0.0","g","0.0","g",""
"Cheese, paneer, from cow’s milk, fresh acid-set, plain, non-aged, soft-cheese, uncooked","F10052","40","g","0.0","g","0.0","g",""
"Milk, human, mature, fluid","F10054","250","mL","0.0","g","0.0","g",""
"Cheese, paneer, from cow’s milk, stir-fried with oil","F10055","40","g","0.0","g","0.0","g",""
"Reduced cream from cow's milk, canned","F10058","25","mL","0.0","g","0.0","g",""
"Cheese, Colby","F1006","40","g","0.0","g","0.0","g",""
"Cheese, Colby, Valumetric","F1007","40","g","0.0","g","0.0","g",""
"Cheese, Colby, Mainland™","F1008","40","g","0.0","g","0.0","g",""
"Cheese, Colby, Alpine & Rolling Meadow™","F1009","40","g","0.0","g","0.0","g",""
"Cheese, Cheddar Mild, Valumetric","F1010","40","g","0.0","g","0.0","g",""
"Cheese, Cheddar Mild, Mainland™","F1011","40","g","0.0","g","0.0","g",""
"Cheese, Cheddar Tasty, Mainland™","F1012","40","g","0.0","g","0.0","g",""
"Cheese, Cheddar Tasty, Anchor™","F1013","40","g","0.0","g","0.0","g",""
"Cheese, Cheddar, Tasty","F1014","40","g","0.0","g","0.0","g",""
"Cheese, Cheddar Mild","F1015","40","g","0.0","g","0.0","g",""
"Butter, salted","F1046","5","g","0.0","g","0.0","g",""
"Butter, salted, Fonterra","F1047","5","g","0.0","g","0.0","g",""
"Butter, salted, Westland, Spring","F1048","5","g","0.0","g","0.0","g",""
"Butter, salted, Westland, Autumn","F1049","5","g","0.0","g","0.0","g",""
"Butter, semisoft","F1051","5","g","0.0","g","0.0","g",""
"Cheese, Cheddar, light, Mainland™","F1057","40","g","0.0","g","0.0","g",""
"Milkshake, assorted flavours, McDonald's®","F1058","330","mL","0.0","g","0.0","g",""
"Crème fraiche","F1061","15","g","0.0","g","0.0","g",""
"Fromage frais, assorted fruits & flavours, Frûche®","F1064","150","g","0.0","g","0.0","g",""
"Fromage frais, assorted fruits, Petit Miam","F1066","100","g","0.0","g","0.0","g",""
"Fromage frais, vanilla, Petit Miam","F1067","100","g","0.0","g","0.0","g",""
"Milk, cow, 2%  fat, fluid, Mega milk, Anchor™, fortified vitamins A & D, & Ca","F1068","250","mL","0.0","g","0.0","g",""
"Protein powder, whey & vanilla flavoured, 100% Whey Protein WPC/WPI, Balance","F1071","5","g","0.0","g","0.0","g",""
"Yoghurt smoothie, assorted fruits, sweetened","F1083","150","g","0.0","g","0.0","g",""
"Milk, cow, whole 4% fat, fluid, non-homogenised, November","F1084","250","mL","0.0","g","0.0","g",""
"Milk, cow, whole 4% fat, fluid, non-homogenised, May","F1085","250","mL","0.0","g","0.0","g",""
"Milk, cow, whole 4% fat, fluid, non-homogenised","F1086","250","mL","0.0","g","0.0","g",""
"Milk, cow, low fat 0.2%, fluid, ultra-filtered, Sun Latte®, fortified vitamin D","F1087","250","mL","0.0","g","0.0","g",""
"Cheese, feta, from cows' milk, traditional","F1088","40","g","0.0","g","0.0","g",""
"Cheese, feta, from cows' milk, reduced fat","F1089","40","g","0.0","g","0.0","g",""
"Fromage frais, assorted stone fruits, Fruit Corner","F109","150","g","0.0","g","0.0","g",""
"Cheese, feta, from goats' milk","F1090","40","g","0.0","g","0.0","g",""
"Cheese, haloumi, from cows' milk","F1091","40","g","0.0","g","0.0","g",""
"Cheese, parmesan, from cows' milk, ungrated","F1092","25","g","0.0","g","0.0","g",""
"Cheese, ricotta, from cows' milk","F1093","16","g","0.0","g","0.0","g",""
"Milk, cow, fresh, chocolate flavour, fluid, sugar-sweetened, premium","F1096","250","mL","0.0","g","0.0","g",""
"Milk, cow, fresh or ultra-heat treated (UHT) milk with coffee flavour, fluid, sugar-sweetened","F1097","250","mL","0.0","g","0.0","g",""
"Custard, from milk, vanilla flavour, sugar-sweetened, regular","F1098","100","g","0.0","g","0.0","g",""
"Custard, from milk, vanilla flavour, sugar-sweetened, thick & creamy","F1099","100","g","0.0","g","0.0","g",""
"Milk, sheep, whole, fluid, fresh","F1100","250","mL","0.0","g","0.0","g",""
"Milk, coffee flavour, reduced fat, sugar-sweetened, fortified vitamin A","F1101","250","mL","0.0","g","0.0","g",""
"Milk, coffee flavour, reduced fat, sugar-sweetened, fortified vitamins  B2, B3, B5, B6 & B12","F1102","250","mL","0.0","g","0.0","g",""
"Milk, coffee flavour, reduced fat, high protein, sugar-sweetened","F1103","250","mL","0.0","g","0.0","g",""
"Milk, coffee flavour, high fat, sugar-sweetened","F1104","250","mL","0.0","g","0.0","g",""
"Milk, coffee flavour, regular fat, sugar-sweetened","F1105","250","mL","0.0","g","0.0","g",""
"Milk, cow, standard, fluid, ultra-heat treated (UHT)","F1106","250","mL","0.0","g","0.0","g",""
"Milk, cow, lite, fluid, ultra-heat treated (UHT)","F1107","250","mL","0.0","g","0.0","g",""
"Milk, cow, trim, fluid, ultra-heat treated (UHT), fortified vitamin D","F1108","250","mL","0.0","g","0.0","g",""
"Milk, cow, standard, lactose-free, fluid, ultra-heat treated (UHT)","F1109","250","mL","0.0","g","0.0","g",""
"Milk, cow, standard, fluid, fresh","F1110","250","mL","0.0","g","0.0","g",""
"Milk, cow, lite, fluid, fresh","F1111","250","mL","0.0","g","0.0","g",""
"Milk, cow, trim, fluid, fresh, fortified Ca & vitamin D","F1112","250","mL","0.0","g","0.0","g",""
"Milk, cow, trim, fluid, fresh, fortified Ca","F1113","250","mL","0.0","g","0.0","g",""
"Milk, cow, trim, fluid, fresh","F1114","250","mL","0.0","g","0.0","g",""
"Milk, A2, cow, standard, fluid, fresh","F1115","250","mL","0.0","g","0.0","g",""
"Milk, A2, cow, lite, fluid, fresh","F1116","250","mL","0.0","g","0.0","g",""
"Ice cream, creamy, fruit ripple","F118","75","g","0.0","g","0.0","g",""
"Ice cream, fruit ripple","F119","75","g","0.0","g","0.0","g",""
"Cheese, Danish blue type","F13","40","g","0.0","g","0.0","g",""
"Cheese, Egmont","F15","40","g","0.0","g","0.0","g",""
"Cheese, Gouda","F16","40","g","0.0","g","0.0","g",""
"Cheese, Mozzarella","F17","40","g","0.0","g","0.0","g",""
"Cheese, parmesan, powder","F18","6","g","0.0","g","0.0","g",""
"Cheese, spread","F20","18","g","0.0","g","0.0","g",""
"Cheese, Stilton","F21","40","g","0.0","g","0.0","g",""
"Ice cream, vanilla, economy","F27","75","g","0.0","g","0.0","g",""
"Ice cream, vanilla, standard","F28","75","g","0.0","g","0.0","g",""
"Cheese, blue vein","F4","40","g","0.0","g","0.0","g",""
"Milk, cow, chocolate flavour, fluid, sweetened, ultra-high-temperature (UHT) processed","F42","250","mL","0.0","g","0.0","g",""
"Milk, cow, strawberry flavour, fluid, sweetened, ultra-high-temperature (UHT) processed","F44","250","mL","0.0","g","0.0","g",""
"Milk shake, banana flavour, McDonald's®","F46","330","mL","0.0","g","0.0","g",""
"Milk shake, chocolate flavour, McDonald's®","F47","330","mL","0.0","g","0.0","g",""
"Milk shake, strawberry flavour, McDonald's®","F48","330","mL","0.0","g","0.0","g",""
"Milk shake, vanilla flavour, McDonald's®","F49","330","mL","0.0","g","0.0","g",""
"Cheese, Camembert","F5","40","g","0.0","g","0.0","g",""
"Milk, goat, whole, powder","F51","8","g","0.0","g","0.0","g",""
"Milk, goat, whole, fluid","F52","250","mL","0.0","g","0.0","g",""
"Milk, human, transitional, fluid","F54","250","mL","0.0","g","0.0","g",""
"Ice cream, reduced energy","F60","75","g","0.0","g","0.0","g",""
"Yoghurt, apricot, frozen, Tip Top™","F77","75","g","0.0","g","0.0","g",""
"Ice cream, soft serve","F78","75","g","0.0","g","0.0","g",""
"Cheese, Gruyere","F85","40","g","0.0","g","0.0","g",""
"Ice cream, with fruit sorbet shell, Paradiso","F87","81","g","0.0","g","0.0","g",""
"Ice cream cone, chocolate, Movenpick","F88","90","g","0.0","g","0.0","g",""
"Cheese, Swiss","F91","40","g","0.0","g","0.0","g",""
"Whey drink, powder, Alfa Lite","F96","6","g","0.0","g","0.0","g",""
"Cheese spread, full, Philadelphia","F97","19","g","0.0","g","0.0","g",""
"Cheese spread, light, Philadelphia","F98","19","g","0.0","g","0.0","g",""
"Cream, double, brie, Ferndale","F99","40","g","0.0","g","0.0","g",""
"Egg, chicken, white, dried","G1","102","g","0.0","g","0.0","g",""
"Egg, chicken, white & yolk (whole), fried without oil, unsalted","G10001","48","g","0.0","g","0.0","g",""
"Egg chicken, yolk, scrambled without oil, unsalted","G10002","16","g","0.0","g","0.0","g",""
"Egg, chicken, white, scrambled without oil, unsalted","G10003","32","g","0.0","g","0.0","g",""
"Egg, chicken, whole, raw, fresh","G1016","34","g","0.0","g","0.0","g",""
"Egg, chicken, yolk, raw, fresh","G1017","15","g","0.0","g","0.0","g",""
"Egg, chicken, white, boiled","G1019","30","g","0.0","g","0.0","g",""
"Egg, chicken, yolk, boiled","G1020","15","g","0.0","g","0.0","g",""
"Egg, chicken, whole, boiled","G1021","54","g","0.0","g","0.0","g",""
"Egg, chicken, whole, poached","G1022","52","g","0.0","g","0.0","g",""
"Egg, chicken, whole, scrambled, no fat added","G1023","50","g","0.0","g","0.0","g",""
"Egg, chicken, white & yolk, pan-fried with oil","G1024","46","g","0.0","g","0.0","g",""
"Egg, chicken, white, raw, fresh","G1025","34","g","0.0","g","0.0","g",""
"Egg, chicken, yolk, dried","G2","4","g","0.0","g","0.0","g",""
"Egg, chicken, white & yolk, dried","G4","144","g","0.0","g","0.0","g",""
"Bean salad, Kentucky Fried Chicken®","H1","125","g","0.0","g","0.0","g",""
"Patty, shredded potato, hash brown, pre-cooked, frozen, pan-fried with oil","H10001","54","g","0.0","g","0.0","g",""
"Frozen meal, casserole, chicken, microwaved","H10014","243","g","0.0","g","0.0","g",""
"Frozen meal, lasagne with beef meat mince, baked or microwaved","H10016","150","g","0.0","g","0.0","g",""
"Frozen meal, spaghetti with Bolognese sauce and beef mince, microwaved","H10017","123","g","0.0","g","0.0","g",""
"Frozen meal, macaroni pasta with cheese, microwaved","H10018","133","g","0.0","g","0.0","g",""
"Egg foo young with chicken, omelette, Chinese, takeaway","H1012","146","g","0.0","g","0.0","g",""
"Soup, chicken and sweet corn, Chinese, takeaway","H1013","264","g","0.0","g","0.0","g",""
"Beef, black bean, stir fry, Chinese","H1015","247","g","0.0","g","0.0","g",""
"Chicken and cashew, stir fry, Chinese","H1016","205","g","0.0","g","0.0","g",""
"Noodle, chow mein, combination, Chinese","H1017","194","g","0.0","g","0.0","g",""
"Fried rice, combination, Chinese, takeaway","H1018","157","g","0.0","g","0.0","g",""
"Soup, tom yam gai, chicken, Thai, takeaway","H1019","235","g","0.0","g","0.0","g",""
"Beef salad, Thai, takeaway","H1020","214","g","0.0","g","0.0","g",""
"Curry, chicken, green, Thai, takeaway","H1021","249","g","0.0","g","0.0","g",""
"Curry, butter chicken, Indian, takeaway","H1023","258","g","0.0","g","0.0","g",""
"Curry, chicken masala, Indian, takeaway","H1024","249","g","0.0","g","0.0","g",""
"Curry, rogan josh, Indian, takeaway","H1025","267","g","0.0","g","0.0","g",""
"Curry, beef korma, Indian, takeaway","H1026","248","g","0.0","g","0.0","g",""
"Curry, beef madras, Indian, takeaway","H1027","252","g","0.0","g","0.0","g",""
"Curry, dhal makani, Indian, takeaway","H1028","260","g","0.0","g","0.0","g",""
"Wonton, pork filled, frozen, raw, retail","H1031","11","g","0.0","g","0.0","g",""
"Fries, potato, straight cut, Independent Shops","H1039","150","g","0.0","g","0.0","g",""
"Fries, potato, Kentucky Fried Chicken®","H1041","120","g","0.0","g","0.0","g",""
"Fries, potato, McDonald's®","H1042","130","g","0.0","g","0.0","g",""
"Potato & Gravy, Kentucky Fried Chicken®","H1045","120","g","0.0","g","0.0","g",""
"Fries, potato, Burger King®","H1046","116","g","0.0","g","0.0","g",""
"Fries, potato, Burger Fuel®","H1048","140","g","0.0","g","0.0","g",""
"Fries, potato, Independent Shop All","H1049","150","g","0.0","g","0.0","g",""
"Fries, potato, Pizza Hutt®","H1051","69","g","0.0","g","0.0","g",""
"Salad, coleslaw with dressing, fresh, from deli","H1058","103","g","0.0","g","0.0","g",""
"Patty, shredded potato, hash brown, pre-cooked, frozen","H1059","62","g","0.0","g","0.0","g",""
"Patty, shredded potato, hash brown, pre-cooked, frozen, baked without oil","H1061","50","g","0.0","g","0.0","g",""
"Chicken, front portion, barbecued, Kentucky Fried Chicken®","H12","100","g","0.0","g","0.0","g",""
"Chicken, rear portion, barbecued, Kentucky Fried Chicken®","H13","97","g","0.0","g","0.0","g",""
"Beef, breakfast patty, ready to eat, McDonald's®","H143","33","g","0.0","g","0.0","g",""
"Bacon, McDonald's®","H144","34","g","0.0","g","0.0","g",""
"Breakfast sausage, McDonald's®","H145","43","g","0.0","g","0.0","g",""
"Beef, patty, McDonald's®","H146","45","g","0.0","g","0.0","g",""
"Chicken, patty, McDonald's®","H147","115","g","0.0","g","0.0","g",""
"Pancake, McDonald's®","H151","49","g","0.0","g","0.0","g",""
"Potato, hash brown, McDonald's®","H152","68","g","0.0","g","0.0","g",""
"Egg, fried, McDonald's®","H153","45","g","0.0","g","0.0","g",""
"Pickle, McDonald's®","H154","19","g","0.0","g","0.0","g",""
"Syrup, hot chocolate, McDonald's®","H157","15","g","0.0","g","0.0","g",""
"Beetroot, preserved, McDonald's®","H158","20","g","0.0","g","0.0","g",""
"Chicken, nugget, deep-fried, McDonald's®","H159","90","g","0.0","g","0.0","g",""
"Sauce, curry, McDonald's®","H161","15","mL","0.0","g","0.0","g",""
"Topping, strawberry, McDonald's®","H169","15","mL","0.0","g","0.0","g",""
"Chow mein, beef, lean & fat, stir fried","H172","253","g","0.0","g","0.0","g",""
